Frame,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
29,0.2831,1.619,0.595,-0.041,0.0839,-0.0259,0.9953
30,0.2843,1.6201,0.593,-0.045,0.0911,-0.025,0.9945
31,0.2855,1.6211,0.591,-0.0493,0.0975,-0.0249,0.9937
32,0.2866,1.6226,0.5887,-0.0563,0.104,-0.0239,0.9927
33,0.2873,1.6239,0.5863,-0.0626,0.1094,-0.023,0.9918
34,0.2875,1.6248,0.5841,-0.0658,0.1116,-0.0225,0.9913
35,0.2867,1.626,0.5832,-0.0677,0.1115,-0.0214,0.9912
36,0.2846,1.627,0.5838,-0.0747,0.1131,-0.0234,0.9905
37,0.2785,1.6271,0.5843,-0.0776,0.1221,-0.0267,0.9891
38,0.2676,1.6287,0.5855,-0.0871,0.1305,-0.0237,0.9873
39,0.2559,1.6298,0.5881,-0.0962,0.1381,-0.0206,0.9855
40,0.2427,1.6287,0.5931,-0.0944,0.1442,-0.0216,0.9848
41,0.2287,1.6274,0.5988,-0.0889,0.1444,-0.0218,0.9853
42,0.2164,1.6246,0.6038,-0.0858,0.1467,-0.0212,0.9852
43,0.2069,1.6236,0.6074,-0.0794,0.152,-0.0156,0.9851
44,0.2015,1.625,0.6083,-0.0801,0.1556,-0.0125,0.9845
45,0.1993,1.6252,0.609,-0.0803,0.1557,-0.0087,0.9845
46,0.1993,1.6262,0.6103,-0.0746,0.152,-0.0066,0.9855
47,0.1991,1.6246,0.6125,-0.0647,0.142,-0.0049,0.9877
48,0.199,1.6225,0.615,-0.0521,0.1228,-0.003,0.9911
49,0.1991,1.6203,0.6173,-0.0407,0.1012,-0.0049,0.994
50,0.1998,1.618,0.6193,-0.029,0.0815,-0.0067,0.9962
51,0.2008,1.6163,0.6204,-0.0206,0.0664,-0.008,0.9975
52,0.2024,1.6147,0.6215,-0.0148,0.0556,-0.0073,0.9983
53,0.2048,1.6124,0.6228,-0.0057,0.048,-0.0068,0.9988
54,0.2076,1.6102,0.6245,0.0023,0.0405,-0.008,0.9991
55,0.2101,1.608,0.6266,0.0085,0.0352,-0.0097,0.9993
56,0.2121,1.6055,0.6292,0.0154,0.0287,-0.0112,0.9994
57,0.2133,1.6034,0.6318,0.0216,0.0219,-0.0116,0.9995
58,0.2133,1.6016,0.6343,0.0258,0.0149,-0.0118,0.9995
59,0.2135,1.5998,0.6367,0.0313,0.0084,-0.0119,0.9994
60,0.214,1.5984,0.6387,0.0359,0.0046,-0.0117,0.9993
61,0.2154,1.5976,0.6403,0.038,0.0025,-0.0124,0.9992
62,0.2176,1.5978,0.641,0.0369,0.0025,-0.0132,0.9992
63,0.22,1.5986,0.641,0.0342,0.0031,-0.0144,0.9993
64,0.2228,1.5997,0.6406,0.0298,0.0047,-0.0151,0.9994
65,0.2258,1.6008,0.6401,0.0258,0.007,-0.0157,0.9995
66,0.2288,1.6023,0.6395,0.0203,0.0089,-0.0164,0.9996
67,0.2319,1.604,0.639,0.0137,0.0116,-0.0172,0.9997
68,0.2356,1.606,0.6385,0.0062,0.0175,-0.0172,0.9997
69,0.2395,1.6078,0.6378,-0.0018,0.0262,-0.0171,0.9995
70,0.2442,1.61,0.637,-0.0102,0.0391,-0.0154,0.9991
71,0.249,1.6122,0.6361,-0.0189,0.0532,-0.0142,0.9983
72,0.2542,1.6148,0.635,-0.0293,0.0705,-0.0119,0.997
73,0.2596,1.6171,0.634,-0.0381,0.0877,-0.0095,0.9954
74,0.2647,1.6192,0.633,-0.0465,0.1032,-0.0087,0.9935
75,0.2694,1.6213,0.6322,-0.0542,0.1182,-0.0069,0.9915
76,0.2728,1.623,0.631,-0.0599,0.1283,-0.0054,0.9899
77,0.2746,1.6245,0.6302,-0.0656,0.1325,-0.0044,0.989
78,0.2764,1.6263,0.629,-0.0725,0.139,-0.0026,0.9876
79,0.2786,1.6277,0.6277,-0.0782,0.1482,-0.0009,0.9859
80,0.2806,1.6297,0.6262,-0.0873,0.1576,0.0015,0.9836
81,0.2822,1.6317,0.6247,-0.096,0.1654,0.0039,0.9815
82,0.2831,1.6337,0.6236,-0.1042,0.1694,0.0063,0.98
83,0.2837,1.6354,0.6222,-0.1104,0.1731,0.0082,0.9787
84,0.2843,1.6364,0.6208,-0.1141,0.1764,0.0093,0.9776
85,0.2847,1.6369,0.6202,-0.1152,0.1778,0.0095,0.9772
86,0.2843,1.6366,0.6206,-0.1136,0.1756,0.01,0.9778
87,0.2841,1.6364,0.6214,-0.1125,0.1736,0.0098,0.9783
88,0.2839,1.6359,0.6224,-0.1101,0.1729,0.0092,0.9787
89,0.2838,1.6347,0.6237,-0.1056,0.1724,0.0088,0.9793
90,0.2837,1.6337,0.6252,-0.1011,0.1705,0.0073,0.9801
91,0.2834,1.6326,0.6268,-0.0978,0.1677,0.006,0.981
92,0.2832,1.6317,0.6282,-0.0941,0.1665,0.0053,0.9815
93,0.2832,1.6308,0.63,-0.0908,0.1664,0.0047,0.9819
94,0.2832,1.6297,0.6321,-0.0866,0.1663,0.0041,0.9823
95,0.2829,1.6289,0.6342,-0.0831,0.165,0.0039,0.9828
96,0.2822,1.6276,0.6365,-0.078,0.1623,0.0036,0.9836
97,0.2814,1.6264,0.6389,-0.0721,0.1586,0.002,0.9847
98,0.2803,1.6246,0.6414,-0.0657,0.1536,0.001,0.9859
99,0.2795,1.6225,0.6443,-0.0571,0.1493,-0.0005,0.9871
100,0.2791,1.6199,0.6473,-0.0461,0.1458,-0.0025,0.9882
101,0.2786,1.6165,0.6506,-0.0309,0.1412,-0.0061,0.9895
102,0.2777,1.6132,0.6541,-0.0178,0.1343,-0.0095,0.9907
103,0.2763,1.6097,0.657,-0.0035,0.127,-0.0126,0.9918
104,0.2743,1.6063,0.6601,0.0098,0.1177,-0.0154,0.9929
105,0.272,1.6025,0.663,0.0248,0.1083,-0.0178,0.9937
106,0.2701,1.5996,0.6654,0.0351,0.101,-0.0194,0.9941
107,0.2687,1.5985,0.6674,0.0379,0.0962,-0.0201,0.9944
108,0.268,1.5981,0.6689,0.0382,0.0958,-0.0203,0.9945
109,0.2676,1.5987,0.6702,0.0337,0.0971,-0.0187,0.9945
110,0.2668,1.5989,0.6695,0.0291,0.0982,-0.0191,0.9946
111,0.2625,1.6007,0.6665,0.0169,0.1021,-0.0189,0.9944
112,0.2481,1.6021,0.6637,0.0032,0.1169,-0.0238,0.9929
113,0.2219,1.6049,0.6597,-0.006,0.1434,-0.0212,0.9894
114,0.1861,1.604,0.6574,-0.0178,0.1716,-0.0304,0.9845
115,0.1466,1.6106,0.6541,-0.0244,0.1968,-0.0369,0.9794
116,0.1185,1.6159,0.6508,-0.0333,0.2121,-0.0361,0.976
117,0.0987,1.6185,0.6469,-0.035,0.2206,-0.0316,0.9742
118,0.0853,1.6192,0.6419,-0.0369,0.2229,-0.0203,0.9739
119,0.0762,1.6248,0.6353,-0.0467,0.2198,-0.0083,0.9744
120,0.0685,1.6278,0.6291,-0.0608,0.2241,-0.0134,0.9726
121,0.0612,1.6255,0.6263,-0.047,0.2301,-0.0089,0.972
122,0.0551,1.6224,0.6268,-0.0365,0.2305,-0.0084,0.9724
123,0.0491,1.619,0.6282,-0.0224,0.2262,-0.0096,0.9738
124,0.0439,1.6155,0.6302,-0.0091,0.2215,-0.0118,0.9751
125,0.0395,1.6128,0.6325,0.0008,0.2153,-0.0094,0.9765
126,0.0374,1.6105,0.6343,0.0098,0.2092,-0.0085,0.9778
127,0.0377,1.6099,0.6348,0.0103,0.2052,-0.009,0.9786
128,0.04,1.6107,0.6338,0.0061,0.2043,-0.0091,0.9788
129,0.0439,1.6116,0.6318,0.0029,0.2031,-0.0102,0.9791
130,0.049,1.6142,0.6298,-0.0087,0.2017,-0.0104,0.9793
131,0.0546,1.6175,0.6271,-0.0207,0.2026,-0.0098,0.979
132,0.0601,1.6206,0.6245,-0.0342,0.2047,-0.0078,0.9782
133,0.0656,1.623,0.6221,-0.0436,0.2066,-0.0073,0.9774
134,0.0698,1.6243,0.6204,-0.0494,0.2062,-0.0084,0.9772
135,0.0725,1.6246,0.6192,-0.0494,0.2028,-0.0089,0.9779
136,0.0748,1.6248,0.619,-0.0498,0.1984,-0.0099,0.9788
137,0.0774,1.6241,0.6198,-0.0471,0.1953,-0.0114,0.9795
138,0.0796,1.6233,0.6215,-0.0444,0.1939,-0.0114,0.98
139,0.0821,1.6219,0.6239,-0.039,0.1914,-0.0109,0.9807
140,0.0846,1.6208,0.6263,-0.0337,0.1883,-0.0106,0.9815
141,0.0872,1.6191,0.6288,-0.0261,0.1858,-0.013,0.9822
142,0.0892,1.6171,0.6312,-0.0186,0.1833,-0.0146,0.9828
143,0.0904,1.6149,0.6337,-0.0085,0.1794,-0.0167,0.9836
144,0.0908,1.6127,0.6364,0.0001,0.1734,-0.0185,0.9847
145,0.0903,1.6105,0.6392,0.0092,0.1657,-0.0197,0.9859
146,0.0891,1.6088,0.6423,0.0153,0.1557,-0.0211,0.9875
147,0.0873,1.6074,0.6452,0.0197,0.1456,-0.0226,0.9889
148,0.0861,1.6071,0.6479,0.0196,0.1406,-0.0232,0.9896
149,0.0861,1.6075,0.6494,0.016,0.1426,-0.0215,0.9894
150,0.0868,1.609,0.6499,0.0086,0.1467,-0.0196,0.9889
151,0.0879,1.611,0.6496,-0.0007,0.1517,-0.0177,0.9883
152,0.0889,1.6125,0.649,-0.0074,0.1563,-0.0165,0.9875
153,0.0897,1.6138,0.6483,-0.0125,0.1595,-0.015,0.987
154,0.0903,1.615,0.6475,-0.0165,0.162,-0.014,0.9866
155,0.0906,1.6161,0.6468,-0.0214,0.1645,-0.0128,0.9861
156,0.0909,1.6171,0.6458,-0.0262,0.1675,-0.0111,0.9855
157,0.0914,1.6186,0.6446,-0.0324,0.1703,-0.0091,0.9848
158,0.0922,1.6202,0.6435,-0.0391,0.173,-0.0079,0.9841
159,0.0933,1.6218,0.6423,-0.0449,0.1762,-0.0075,0.9833
160,0.0944,1.6229,0.6416,-0.0491,0.1789,-0.0076,0.9826
161,0.095,1.6236,0.6414,-0.0526,0.1805,-0.0073,0.9821
162,0.0957,1.6245,0.6411,-0.0566,0.1826,-0.0064,0.9815
163,0.0964,1.6262,0.6407,-0.064,0.1861,-0.0042,0.9804
164,0.0969,1.6275,0.6401,-0.0689,0.1894,-0.0022,0.9795
165,0.097,1.6275,0.64,-0.0678,0.1895,-0.0012,0.9795
166,0.0967,1.6261,0.6406,-0.0603,0.1867,-0.0021,0.9806
167,0.0963,1.6239,0.6417,-0.0494,0.1821,-0.0049,0.982
168,0.0956,1.6215,0.6432,-0.0383,0.1765,-0.0079,0.9835
169,0.0946,1.6192,0.6448,-0.0278,0.1695,-0.0111,0.9851
170,0.0933,1.6172,0.6463,-0.0193,0.1626,-0.0136,0.9864
171,0.0921,1.6151,0.6474,-0.0111,0.1579,-0.0158,0.9873
172,0.091,1.6131,0.6482,-0.0022,0.1542,-0.0174,0.9879
173,0.09,1.6114,0.6487,0.0054,0.1511,-0.0182,0.9883
174,0.0892,1.6099,0.6493,0.0112,0.1487,-0.0198,0.9886
175,0.0887,1.6091,0.6498,0.0139,0.1466,-0.0209,0.9889
176,0.0886,1.6084,0.6501,0.0167,0.1454,-0.0222,0.989
177,0.0883,1.6077,0.6505,0.019,0.1431,-0.0236,0.9892
178,0.0882,1.6088,0.6508,0.0127,0.1415,-0.023,0.9896
179,0.0885,1.6114,0.6509,-0.0012,0.1409,-0.0211,0.9898
180,0.0889,1.6155,0.6499,-0.0209,0.1416,-0.0181,0.9895
181,0.0899,1.6192,0.6482,-0.0377,0.1446,-0.016,0.9886
1,0.7644,1.568,0.194,-0.0887,-0.1233,-0.0196,0.9882
2,0.7636,1.5678,0.1921,-0.0881,-0.132,-0.0195,0.9871
3,0.7608,1.568,0.1895,-0.0885,-0.1502,-0.022,0.9844
4,0.7595,1.5686,0.1879,-0.0914,-0.1597,-0.0235,0.9826
5,0.7606,1.5697,0.1869,-0.0963,-0.1571,-0.0236,0.9826
6,0.7622,1.5696,0.1865,-0.0955,-0.1509,-0.0231,0.9836
7,0.7637,1.5693,0.1861,-0.0922,-0.1467,-0.0222,0.9846
8,0.7651,1.5682,0.186,-0.086,-0.1418,-0.0218,0.9859
9,0.7667,1.5661,0.1861,-0.0771,-0.1348,-0.0188,0.9877
10,0.768,1.5652,0.1866,-0.0726,-0.1289,-0.0184,0.9888
11,0.7684,1.5644,0.1873,-0.0694,-0.126,-0.0172,0.9894
12,0.7684,1.5629,0.1882,-0.0625,-0.1247,-0.0149,0.9901
13,0.7682,1.5611,0.1893,-0.0549,-0.1234,-0.012,0.9908
14,0.7684,1.5576,0.1908,-0.0399,-0.1232,-0.0081,0.9915
15,0.7695,1.5538,0.193,-0.0228,-0.1231,-0.0091,0.9921
16,0.7718,1.5514,0.1951,-0.0128,-0.1213,-0.0111,0.9925
17,0.7753,1.55,0.1974,-0.0089,-0.1184,-0.0125,0.9928
18,0.7795,1.549,0.1996,-0.0061,-0.1173,-0.0121,0.993
19,0.7842,1.5488,0.2017,-0.0066,-0.1184,-0.0127,0.9929
20,0.7892,1.5485,0.2042,-0.0069,-0.1197,-0.0129,0.9927
21,0.795,1.5488,0.2071,-0.009,-0.1219,-0.0131,0.9924
22,0.8015,1.5495,0.2103,-0.0123,-0.1255,-0.0153,0.9919
23,0.8089,1.5504,0.2135,-0.0165,-0.1308,-0.0169,0.9911
24,0.8175,1.5506,0.2176,-0.0175,-0.1357,-0.0179,0.9904
25,0.8276,1.5503,0.2224,-0.0173,-0.1398,-0.0195,0.9898
26,0.8393,1.55,0.227,-0.0184,-0.142,-0.0204,0.9895
27,0.8533,1.5504,0.2321,-0.0231,-0.143,-0.0206,0.9892
28,0.867,1.5509,0.2377,-0.0309,-0.143,-0.021,0.989
29,0.8766,1.5494,0.2437,-0.0332,-0.1406,-0.0233,0.9892
30,0.8794,1.5483,0.2475,-0.0312,-0.1383,-0.027,0.9895
31,0.8757,1.5495,0.248,-0.0274,-0.1364,-0.0234,0.99
32,0.8747,1.5498,0.248,-0.0287,-0.1359,-0.0237,0.99
33,0.8227,1.5551,0.2442,-0.0337,-0.1207,-0.0374,0.9914
34,0.7899,1.5552,0.2381,-0.0336,-0.1224,-0.0415,0.991
35,0.765,1.553,0.2311,-0.0314,-0.1188,-0.0446,0.9914
36,0.7415,1.5531,0.2225,-0.0342,-0.111,-0.0428,0.9923
37,0.7246,1.5536,0.2174,-0.042,-0.0994,-0.0392,0.9934
38,0.7204,1.5517,0.2143,-0.0342,-0.0889,-0.0333,0.9949
39,0.7227,1.5522,0.2122,-0.0363,-0.0816,-0.0285,0.9956
40,0.7277,1.5557,0.2126,-0.0448,-0.0808,-0.0226,0.9955
41,0.7333,1.557,0.2143,-0.0488,-0.0829,-0.0249,0.9951
42,0.7372,1.5568,0.2161,-0.0486,-0.0815,-0.0224,0.9952
43,0.7385,1.5575,0.2173,-0.0489,-0.0806,-0.0169,0.9954
44,0.7373,1.5555,0.2185,-0.0413,-0.0831,-0.0152,0.9956
45,0.7336,1.5523,0.2191,-0.0292,-0.0876,-0.0112,0.9957
46,0.7292,1.5505,0.2188,-0.0246,-0.0911,-0.0104,0.9955
47,0.7249,1.5496,0.2185,-0.0228,-0.0944,-0.0101,0.9952
48,0.7179,1.5488,0.2182,-0.0204,-0.0986,-0.0125,0.9948
49,0.7117,1.5474,0.218,-0.0165,-0.1016,-0.0154,0.9946
50,0.7047,1.5471,0.2178,-0.0156,-0.1046,-0.0189,0.9942
51,0.6971,1.547,0.2178,-0.0188,-0.1058,-0.0197,0.994
52,0.6886,1.5466,0.2178,-0.02,-0.1061,-0.0201,0.9939
53,0.6816,1.546,0.2174,-0.02,-0.1035,-0.019,0.9942
54,0.6756,1.5452,0.2169,-0.019,-0.1015,-0.0155,0.9945
55,0.6727,1.5449,0.2167,-0.0183,-0.1011,-0.0145,0.9946
56,0.6723,1.5452,0.217,-0.0204,-0.0986,-0.0146,0.9948
57,0.6762,1.5459,0.2181,-0.0214,-0.0951,-0.0143,0.9951
58,0.6831,1.5467,0.2195,-0.0209,-0.0949,-0.014,0.9952
59,0.6935,1.5484,0.222,-0.0237,-0.0969,-0.0136,0.9949
60,0.708,1.5497,0.2253,-0.0242,-0.0993,-0.0142,0.9947
61,0.7244,1.5509,0.2278,-0.0243,-0.1006,-0.0151,0.9945
62,0.7433,1.5524,0.2298,-0.0274,-0.104,-0.0167,0.9941
63,0.764,1.5537,0.2315,-0.0305,-0.1093,-0.0202,0.9933
64,0.7861,1.5546,0.2336,-0.0334,-0.1126,-0.0246,0.9928
65,0.8087,1.5551,0.2361,-0.0351,-0.1153,-0.0287,0.9923
66,0.8306,1.5555,0.2392,-0.0357,-0.1183,-0.0333,0.9918
67,0.8503,1.5548,0.2421,-0.0347,-0.1219,-0.0359,0.9913
68,0.8675,1.555,0.2442,-0.0376,-0.1241,-0.0371,0.9909
69,0.8763,1.5555,0.2457,-0.0378,-0.1261,-0.0386,0.9905
70,0.8768,1.5563,0.246,-0.0383,-0.1286,-0.0409,0.9901
71,0.8686,1.5554,0.2437,-0.0366,-0.1245,-0.0442,0.9906
72,0.8495,1.5543,0.2379,-0.0361,-0.1196,-0.0441,0.9912
73,0.8238,1.5549,0.2297,-0.0371,-0.1159,-0.048,0.9914
74,0.7961,1.5561,0.2211,-0.0432,-0.1098,-0.0505,0.9917
75,0.7673,1.5555,0.2124,-0.0414,-0.1091,-0.0443,0.9922
76,0.7421,1.5555,0.2044,-0.0473,-0.1105,-0.0397,0.992
77,0.7226,1.5551,0.1977,-0.0483,-0.103,-0.0407,0.9927
78,0.7085,1.5533,0.1913,-0.0486,-0.0891,-0.0426,0.9939
79,0.6996,1.5533,0.1852,-0.0532,-0.0758,-0.0479,0.9945
80,0.6957,1.5547,0.1808,-0.0576,-0.065,-0.0503,0.9949
81,0.6989,1.5586,0.1774,-0.064,-0.057,-0.0492,0.9951
82,0.7087,1.5617,0.1765,-0.0768,-0.0496,-0.0505,0.9945
83,0.7203,1.5662,0.1786,-0.0906,-0.0438,-0.0536,0.9935
84,0.7327,1.5701,0.1813,-0.1048,-0.0354,-0.0567,0.9922
85,0.7447,1.5706,0.1864,-0.1031,-0.0278,-0.0608,0.9924
86,0.756,1.57,0.1935,-0.1006,-0.0238,-0.0651,0.9925
87,0.7666,1.57,0.1989,-0.0996,-0.0179,-0.0713,0.9923
88,0.7749,1.5709,0.2019,-0.1053,-0.0142,-0.0747,0.9915
89,0.7802,1.5726,0.2025,-0.1129,-0.0191,-0.0749,0.9906
90,0.7837,1.5726,0.2023,-0.1127,-0.0243,-0.0761,0.9904
91,0.7875,1.5715,0.2016,-0.1082,-0.0239,-0.0755,0.991
92,0.7918,1.5706,0.2007,-0.1046,-0.0194,-0.0779,0.9913
93,0.799,1.5696,0.1996,-0.1029,-0.0088,-0.0845,0.9911
94,0.8046,1.5697,0.1989,-0.1058,-0.0004,-0.0889,0.9904
95,0.8091,1.5702,0.1982,-0.1069,0.002,-0.089,0.9903
96,0.8107,1.5702,0.1985,-0.1066,0.0013,-0.0913,0.9901
97,0.8103,1.5691,0.1995,-0.1005,-0.0011,-0.0902,0.9908
98,0.8079,1.5684,0.2007,-0.0984,-0.0069,-0.0852,0.9915
99,0.8051,1.5674,0.2013,-0.0944,-0.0129,-0.082,0.9921
100,0.8027,1.5674,0.2015,-0.0949,-0.016,-0.0797,0.9922
101,0.801,1.5677,0.2024,-0.0973,-0.0161,-0.0798,0.9919
102,0.7994,1.5663,0.204,-0.0914,-0.0158,-0.0793,0.9925
103,0.7973,1.564,0.2061,-0.0822,-0.0169,-0.0781,0.9934
104,0.7952,1.5623,0.2076,-0.075,-0.0189,-0.0764,0.9941
105,0.792,1.5591,0.2092,-0.0605,-0.0251,-0.0701,0.9954
106,0.7879,1.5549,0.2102,-0.0416,-0.0342,-0.0662,0.9964
107,0.7821,1.5515,0.2114,-0.0285,-0.0468,-0.0615,0.9966
108,0.777,1.5505,0.2117,-0.0247,-0.0575,-0.0567,0.9964
109,0.7721,1.5497,0.2119,-0.0218,-0.0666,-0.0528,0.9961
110,0.7672,1.5477,0.2112,-0.0131,-0.0755,-0.0478,0.9959
111,0.7631,1.5453,0.2106,-0.0035,-0.0843,-0.0412,0.9956
112,0.7599,1.5453,0.2101,-0.0046,-0.0901,-0.0382,0.9952
113,0.7583,1.5465,0.2099,-0.0082,-0.0896,-0.0376,0.9952
114,0.7574,1.5462,0.2104,-0.0079,-0.0872,-0.0361,0.9955
115,0.7566,1.5458,0.2109,-0.006,-0.0857,-0.0356,0.9957
116,0.7568,1.5462,0.2115,-0.0082,-0.0837,-0.036,0.9958
117,0.7585,1.5469,0.2121,-0.0104,-0.0771,-0.0368,0.9963
118,0.7614,1.5481,0.2124,-0.0163,-0.0673,-0.0377,0.9969
119,0.7637,1.5494,0.2125,-0.0228,-0.0609,-0.0394,0.9971
120,0.7654,1.5507,0.2122,-0.0278,-0.0594,-0.0419,0.997
121,0.7663,1.5514,0.2118,-0.0307,-0.0605,-0.042,0.9968
122,0.767,1.5521,0.2111,-0.0332,-0.0605,-0.043,0.9967
123,0.7673,1.5534,0.2104,-0.0377,-0.0606,-0.0441,0.9965
124,0.7673,1.5546,0.2095,-0.0426,-0.061,-0.0452,0.9962
125,0.7671,1.5548,0.2087,-0.0437,-0.0616,-0.0446,0.9961
126,0.7671,1.5551,0.208,-0.0455,-0.062,-0.0445,0.9961
127,0.7672,1.5555,0.2072,-0.0469,-0.0612,-0.0456,0.996
128,0.7675,1.5564,0.2064,-0.0506,-0.0603,-0.0447,0.9959
129,0.767,1.5565,0.2059,-0.0508,-0.0621,-0.0447,0.9958
130,0.7656,1.5567,0.2052,-0.0511,-0.0663,-0.0434,0.9955
131,0.7647,1.5572,0.2048,-0.0533,-0.0679,-0.0435,0.9953
132,0.7643,1.5572,0.2047,-0.0536,-0.0671,-0.0431,0.9954
133,0.7642,1.557,0.2049,-0.0528,-0.0656,-0.0436,0.9955
134,0.7641,1.5566,0.2055,-0.0511,-0.0644,-0.0446,0.9956
135,0.7641,1.5563,0.2057,-0.0496,-0.0628,-0.0441,0.9958
136,0.764,1.5563,0.2057,-0.0501,-0.0629,-0.0437,0.9958
137,0.7639,1.5565,0.2057,-0.0507,-0.0636,-0.0436,0.9957
138,0.764,1.5565,0.2055,-0.051,-0.0641,-0.0432,0.9957
139,0.7642,1.5561,0.2056,-0.0497,-0.064,-0.0434,0.9958
140,0.764,1.5549,0.206,-0.0451,-0.0647,-0.043,0.996
141,0.7631,1.5535,0.2065,-0.0396,-0.0678,-0.0408,0.9961
142,0.7612,1.5507,0.2073,-0.0281,-0.0736,-0.0388,0.9961
143,0.7583,1.549,0.2076,-0.0214,-0.0834,-0.037,0.9956
144,0.7548,1.5489,0.2072,-0.0219,-0.0968,-0.0382,0.9943
145,0.7492,1.5493,0.2059,-0.0233,-0.1216,-0.0436,0.9913
146,0.7426,1.5502,0.2037,-0.0255,-0.1514,-0.0488,0.9869
147,0.7387,1.5508,0.2017,-0.0279,-0.1677,-0.0499,0.9842
148,0.7379,1.5516,0.2009,-0.0318,-0.1694,-0.0491,0.9838
149,0.7389,1.5527,0.2015,-0.0369,-0.162,-0.0495,0.9849
150,0.7405,1.5535,0.2025,-0.0409,-0.1549,-0.0497,0.9858
151,0.7423,1.5545,0.2033,-0.0449,-0.149,-0.051,0.9865
152,0.744,1.5553,0.2038,-0.0476,-0.1455,-0.0516,0.9869
153,0.7453,1.5551,0.2042,-0.0451,-0.1435,-0.0508,0.9873
154,0.7467,1.5549,0.2048,-0.044,-0.1374,-0.0468,0.9884
155,0.748,1.5554,0.2056,-0.0464,-0.1298,-0.0452,0.9894
156,0.749,1.556,0.2063,-0.0478,-0.1248,-0.0457,0.99
157,0.7493,1.5563,0.2072,-0.0487,-0.1212,-0.0439,0.9905
158,0.7492,1.5562,0.208,-0.0481,-0.1198,-0.044,0.9907
159,0.749,1.5563,0.2087,-0.0483,-0.1195,-0.044,0.9907
160,0.7491,1.5563,0.2097,-0.0482,-0.1182,-0.0443,0.9908
161,0.7495,1.5565,0.2103,-0.0492,-0.1166,-0.0443,0.991
162,0.75,1.5571,0.2112,-0.0517,-0.115,-0.045,0.991
163,0.7503,1.5576,0.2123,-0.0535,-0.1131,-0.0456,0.9911
164,0.7501,1.5574,0.213,-0.0532,-0.1121,-0.0447,0.9913
165,0.7492,1.5569,0.2133,-0.0512,-0.114,-0.044,0.9912
166,0.7483,1.5573,0.2133,-0.0532,-0.1151,-0.0426,0.991
167,0.7484,1.5568,0.2136,-0.0514,-0.1135,-0.0431,0.9913
168,0.7485,1.5567,0.2142,-0.0514,-0.1109,-0.0429,0.9916
169,0.7487,1.5568,0.2151,-0.0527,-0.1082,-0.0424,0.9918
170,0.7488,1.5567,0.2163,-0.0519,-0.1059,-0.043,0.9921
171,0.7485,1.5564,0.2175,-0.0514,-0.1051,-0.0429,0.9922
172,0.7478,1.5561,0.2182,-0.0496,-0.1056,-0.0437,0.9922
173,0.747,1.5561,0.2183,-0.0496,-0.1051,-0.0433,0.9923
174,0.7464,1.556,0.2178,-0.05,-0.1052,-0.0434,0.9923
175,0.746,1.556,0.2167,-0.0499,-0.1055,-0.0432,0.9922
176,0.7456,1.5562,0.2157,-0.0512,-0.1063,-0.0438,0.9921
177,0.7455,1.5564,0.2154,-0.0522,-0.1062,-0.0441,0.992
178,0.745,1.5567,0.2151,-0.0531,-0.1055,-0.0447,0.992
179,0.744,1.5573,0.2142,-0.0547,-0.1071,-0.0437,0.9918
